"","Taxon","Group","Difference","P_value"
"706","k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"707","k__Bacteria;p__GN02;c__GKS2-174;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"708","k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"709","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"710","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;Other;Other","Treatment_days_0_to_7","NaN","NaN"
"711","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"712","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__","Treatment_days_0_to_7","NaN","NaN"
"713","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas","Treatment_days_0_to_7","NaN","NaN"
"714","k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"715","k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"716","k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira","Treatment_days_0_to_7","NaN","NaN"
"717","k__Bacteria;p__OD1;c__;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"718","k__Bacteria;p__OD1;c__ABY1;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"719","k__Bacteria;p__OD1;c__Mb-NB09;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"720","k__Bacteria;p__OD1;c__SM2F11;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"721","k__Bacteria;p__OD1;c__ZB2;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"722","k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"723","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"724","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__","Treatment_days_0_to_7","NaN","NaN"
"725","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata","Treatment_days_0_to_7","NaN","NaN"
"726","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"727","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"728","k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces","Treatment_days_0_to_7","NaN","NaN"
"729","k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"730","k__Bacteria;p__Proteobacteria;Other;Other;Other;Other","Treatment_days_0_to_7","NaN","NaN"
"731","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"732","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"733","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"734","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas","Treatment_days_0_to_7","NaN","NaN"
"735","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana","Treatment_days_0_to_7","NaN","NaN"
"736","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium","Treatment_days_0_to_7","NaN","NaN"
"737","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"738","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__","Treatment_days_0_to_7","-66.0012302186434","0.498155962047495"
"739","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other","Treatment_days_0_to_7","NaN","NaN"
"740","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"741","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"742","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"743","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"744","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas","Treatment_days_0_to_7","NaN","NaN"
"745","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium","Treatment_days_0_to_7","NaN","NaN"
"746","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum","Treatment_days_0_to_7","NaN","NaN"
"747","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia","Treatment_days_0_to_7","NaN","NaN"
"748","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium","Treatment_days_0_to_7","NaN","NaN"
"749","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium","Treatment_days_0_to_7","NaN","NaN"
"750","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes","Treatment_days_0_to_7","NaN","NaN"
"751","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"752","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium","Treatment_days_0_to_7","NaN","NaN"
"753","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"754","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylosinus","Treatment_days_0_to_7","NaN","NaN"
"755","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium","Treatment_days_0_to_7","NaN","NaN"
"756","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus","Treatment_days_0_to_7","NaN","NaN"
"757","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter","Treatment_days_0_to_7","NaN","NaN"
"758","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium","Treatment_days_0_to_7","NaN","NaN"
"759","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"760","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidocella","Treatment_days_0_to_7","NaN","NaN"
"761","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas","Treatment_days_0_to_7","NaN","NaN"
"762","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__","Treatment_days_0_to_7","-100","0.422649730810374"
"763","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Novispirillum","Treatment_days_0_to_7","NaN","NaN"
"764","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella","Treatment_days_0_to_7","NaN","NaN"
"765","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"766","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"767","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;Other","Treatment_days_0_to_7","-53.601108033241","0.634374048942127"
"768","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Thalassiosira","Treatment_days_0_to_7","NaN","NaN"
"769","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"770","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"771","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter","Treatment_days_0_to_7","NaN","NaN"
"772","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium","Treatment_days_0_to_7","NaN","NaN"
"773","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium","Treatment_days_0_to_7","NaN","NaN"
"774","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas","Treatment_days_0_to_7","NaN","NaN"
"775","k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis","Treatment_days_0_to_7","NaN","NaN"
"776","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other;Other","Treatment_days_0_to_7","NaN","NaN"
"777","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"778","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other;Other","Treatment_days_0_to_7","-100","0.215940397716932"
"779","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"780","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"781","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"782","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter","Treatment_days_0_to_7","NaN","NaN"
"783","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella","Treatment_days_0_to_7","-79.1948249211875","0.259354776035709"
"784","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia","Treatment_days_0_to_7","NaN","NaN"
"785","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"786","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__","Treatment_days_0_to_7","-100","0.279997603826477"
"787","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas","Treatment_days_0_to_7","NaN","NaN"
"788","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia","Treatment_days_0_to_7","NaN","NaN"
"789","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella","Treatment_days_0_to_7","NaN","NaN"
"790","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans","Treatment_days_0_to_7","NaN","NaN"
"791","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas","Treatment_days_0_to_7","NaN","NaN"
"792","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"793","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Cupriavidus","Treatment_days_0_to_7","NaN","NaN"
"794","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium","Treatment_days_0_to_7","NaN","NaN"
"795","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter","Treatment_days_0_to_7","NaN","NaN"
"796","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Polynucleobacter","Treatment_days_0_to_7","NaN","NaN"
"797","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia","Treatment_days_0_to_7","NaN","NaN"
"798","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"799","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera","Treatment_days_0_to_7","NaN","NaN"
"800","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"801","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria","Treatment_days_0_to_7","NaN","NaN"
"802","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"803","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"804","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__C39","Treatment_days_0_to_7","NaN","NaN"
"805","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas","Treatment_days_0_to_7","NaN","NaN"
"806","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Hydrogenophilus","Treatment_days_0_to_7","NaN","NaN"
"807","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio","Treatment_days_0_to_7","NaN","NaN"
"808","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"809","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"810","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;Other;Other","Treatment_days_0_to_7","Inf","0.422649730810374"
"811","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"812","k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae;g__Thiobacter","Treatment_days_0_to_7","NaN","NaN"
"813","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"814","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"815","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio","Treatment_days_0_to_7","NaN","NaN"
"816","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"817","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__","Treatment_days_0_to_7","170.115137891332","0.596756014898892"
"818","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila","Treatment_days_0_to_7","1238.97015046225","0.134296372698794"
"819","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio","Treatment_days_0_to_7","513.780880433695","0.350236345063675"
"820","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"821","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"822","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"823","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacterineae;g__","Treatment_days_0_to_7","NaN","NaN"
"824","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"825","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"826","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"827","k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"828","k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__","Treatment_days_0_to_7","NaN","NaN"
"829","k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas","Treatment_days_0_to_7","NaN","NaN"
"830","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"831","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"832","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"833","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Cellvibrio","Treatment_days_0_to_7","NaN","NaN"
"834","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae];g__Rheinheimera","Treatment_days_0_to_7","NaN","NaN"
"835","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"836","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other","Treatment_days_0_to_7","Inf","0.422649730810374"
"837","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__","Treatment_days_0_to_7","359.433139534884","0.317590611686761"
"838","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter","Treatment_days_0_to_7","NaN","NaN"
"839","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter","Treatment_days_0_to_7","NaN","NaN"
"840","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia","Treatment_days_0_to_7","NaN","NaN"
"841","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia","Treatment_days_0_to_7","NaN","NaN"
"842","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella","Treatment_days_0_to_7","NaN","NaN"
"843","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella","Treatment_days_0_to_7","NaN","NaN"
"844","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea","Treatment_days_0_to_7","NaN","NaN"
"845","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas","Treatment_days_0_to_7","NaN","NaN"
"846","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus","Treatment_days_0_to_7","NaN","NaN"
"847","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia","Treatment_days_0_to_7","NaN","NaN"
"848","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella","Treatment_days_0_to_7","NaN","NaN"
"849","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089;g__","Treatment_days_0_to_7","NaN","NaN"
"850","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"851","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"852","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella","Treatment_days_0_to_7","NaN","NaN"
"853","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Rickettsiella","Treatment_days_0_to_7","NaN","NaN"
"854","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"855","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"856","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella","Treatment_days_0_to_7","NaN","NaN"
"857","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas","Treatment_days_0_to_7","NaN","NaN"
"858","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter","Treatment_days_0_to_7","NaN","NaN"
"859","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus","Treatment_days_0_to_7","NaN","NaN"
"860","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia","Treatment_days_0_to_7","NaN","NaN"
"861","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter","Treatment_days_0_to_7","NaN","NaN"
"862","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter","Treatment_days_0_to_7","NaN","NaN"
"863","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella","Treatment_days_0_to_7","NaN","NaN"
"864","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca","Treatment_days_0_to_7","NaN","NaN"
"865","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter","Treatment_days_0_to_7","NaN","NaN"
"866","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"867","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas","Treatment_days_0_to_7","NaN","NaN"
"868","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera","Treatment_days_0_to_7","NaN","NaN"
"869","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"870","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"871","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio","Treatment_days_0_to_7","NaN","NaN"
"872","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other","Treatment_days_0_to_7","NaN","NaN"
"873","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__","Treatment_days_0_to_7","NaN","NaN"
"874","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas","Treatment_days_0_to_7","NaN","NaN"
"875","k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas","Treatment_days_0_to_7","NaN","NaN"
"876","k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"877","k__Bacteria;p__SR1;c__;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
